User;Text;Date;Label
@Partikellirs;alah ecek ecek sebab gak jelas suratan takdirnya berupa dokumen resmi dari ojk ngibul;2024-05-14 12:44:02+00:00;netral
@By_Maharr;"Cmiiw. Btw ""Nama jelek"" gak hanya untuk pengajuan utang. namanya bukan lgi BI Checking, tapi SLIK dikelola oleh OJK. Untuk hire karyawan baru biasanya HRD juga minta cek ini, terutama untuk perusahaan2 dibidang keuangan. Kalau banyak tunggakan bisa dianggap karakter jelek.";2024-05-14 12:42:27+00:00;positif
@milamila_m;Selain itu, OJK juga telah melakukan uji ketahanan terhadap industri jasa keuangan (IJK) di Indonesia. #PotensiBBRI #reqread;2024-05-14 12:36:46+00:00;netral
@kabarbursacom;Izin Paytren Dicabut, Yusuf Mansur Bilang Begini https://kabarbursa.com/?p=43883&utm_source=SocialAutoPoster&utm_medium=Social&utm_campaign=Twitter… ##OJK #Paytren #YusufMansur;2024-05-14 12:32:22+00:00;netral
@kissfmjember;17 BPR di Jatim Dibekukan OJK, LPS Percepat Pencairan Simpanan Nasabah;2024-05-14 12:31:56+00:00;netral
@LamsyinAbayoga;Ijin usaha Paytren dicabut OJK per 8 Mei 2024. Dengan 8 pelanggaran. Kalo dilihat dari potensi yg dimiliki oleh Paytren, sebenernya sih sangat disayangkan bisa terjadi pencabutan ijin usaha. Apalagi dari 8 pelanggaran, 7 diantaranya seharusnya ...;2024-05-14 12:25:21+00:00;netral
@bukanhadee;pekan ini spertinya tiba tiba semarang;2024-05-14 12:17:42+00:00;netral
@bukanhadee;INI WAKTU YANG PAS BANGET BUAT SURVIVAL;2024-05-14 12:17:21+00:00;netral
@bukanhadee;tambah lucu sopo sek ngajari;2024-05-14 12:16:57+00:00;netral
@kabarbursacom;Izin Dicabut, Paytren Harus Selesaikan Kewajiban ke Nasabah https://kabarbursa.com/?p=43877&utm_source=SocialAutoPoster&utm_medium=Social&utm_campaign=Twitter… ##OJK #Paytren #PTPaytrenAsetManajemen #YusufMansur;2024-05-14 12:15:09+00:00;netral
@tvOneNews;OJK Cabut Izin Paytren, Yusuf Mansur Singgung Utang: Baru-baru ini OJK cabut izin salah satu manajer investasi syariah, PT Paytren Aset Manajemen (Paytren AM). Lalu, Yusuf Mansyur angkat bicara soal kejadiannya. http://dlvr.it/T6sJZg;2024-05-14 12:05:15+00:00;negatif
@InfoKomputer;Ini alasan OJK cabut izin operasi fintech P2P lending TaniFund - https://buff.ly/3K78qlv;2024-05-14 12:00:03+00:00;netral
@VIVAcoid;Otoritas Jasa Keuangan (OJK) resmi mencabut izin usaha yang milik Ustaz Yusuf Mansur, yakni PT Paytren Aset Manajemen (PAM). Penceramah kondang itu merespons hal tersebut dengan ikhlas dan legowo. Selengkapnya: https://buff.ly/4bx5Alu ___ #Vivacoid #OJK #Ustazyusufmansur;2024-05-14 11:23:13+00:00;netral
@kompascom;OJK mencabut izin usaha PT Paytren Aset Manajemen per 8 Mei 2024 karena terbukti melanggar peraturan perundang-undangan di sektor Pasar Modal. http://dlvr.it/T6sBxD;2024-05-14 11:19:04+00:00;netral
@indigo_cumicumi;Ustaz Yusuf Mansur Buka Suara Soal OJK Cabut Izin Paytren: Baru-baru ini Paytren milik Ustaz Yusuf Mansur dicabut izinnya oleh OJK tepatnya pada 8 Mei 2024. Adapun pencaputan Payren lantaran disebut telah… http://dlvr.it/T6s8nr #HotNews Baca di http://cumicumi.com;2024-05-14 11:02:35+00:00;netral
@metro_selebes;OJK Cabut Izin Usaha PT Paytren Aset Manajemen Syariah;2024-05-14 11:00:34+00:00;netral
@dotpierces;maukk;2024-05-14 11:00:01+00:00;netral
@DakotaGeorgy;Akhirnyaaaaaaa OJK Mencabut ijin usaha PAYTREN milik Yusuf Mansur dan menyatakan PT Paytren Aset Manajemen telah memenuhi banyak unsur pelanggaran!;2024-05-14 10:59:56+00:00;netral
@e100ss;OJK Cabut Izin Usaha Paytren Yusuf Mansur;2024-05-14 10:55:10+00:00;netral
@bergeloralah;SIAPA YANG KASIH IJIN..? OJK Cabut Izin Usaha Paytren, Tidak Ada Kantor Tidak Punya Pegawai, Ini Kata Yusuf Mansur https://bergelora.com/siapa-yang-kasih-ijin-ojk-cabut-izin-usaha-paytren-tidak-ada-kantor-tidak-punya-pegawai-ini-kata-yusuf-mansur/… via @BERGELORA.COM;2024-05-14 10:54:29+00:00;negatif
@validnewsid;<p>Ekonom menilai langkah OJK mencabut izin Paytren milik Yusuf Mansur sudah tepat. Pasalnya, terdapat sejumlah pelanggaran yang dilakukan oleh Paytren.</p> https://validnews.id//ekonomi/dinilai-tepat-langkah-ojk-cabut-izin-paytren-milik-yusuf-mansur…;2024-05-14 10:17:03+00:00;netral
@asumsico;Otoritas Jasa Keuangan mencabut izin usaha PT Paytren Aset Manajemen (PAM) milik pendakwah kondang, Ustaz Yusuf Mansur pada Rabu (8/5/2024). Melansir laman resmi OJK, pemberian sanksi terhadap PAM dilakukan setelah OJK menemukan sejumlah pelanggaran signifikan yang meliputi;2024-05-14 10:11:31+00:00;positif
@20detik;OJK Cabut Izin Usaha Paytren;2024-05-14 10:07:31+00:00;netral
@ojkindonesia;Halo Kak Jika antrian kuota online penuh, kamu dapat mengajukan melalui Kantor Regional dan Kantor OJK di daerahmu, atau bisa juga ke lembaga keuangan tempat kamu menjadi nasabah. Apabila mengalami kendala hubungi @kontak157 atau Whatsapp di 081 157 157 157. Semoga membantu.;2024-05-14 10:03:56+00:00;netral
@ojkindonesia;Sobat juga bisa unduh siaran persnya di http://ojk.go.id dan menyaksikan rekaman Konferensi Pers Hasil Rapat Dewan Komisioner Bulanan April 2024 di Youtube Otoritas Jasa Keuangan (OJK TV). #OJKIndonesia #Keuangan #RDKB #StabilitasSektorKeuangan #TerjagaStabil;2024-05-14 10:02:59+00:00;positif
@ojkindonesia;Seperti apa perkembangan sektor jasa keuangan Indonesia terkini? Cek di postingan ini;2024-05-14 10:02:58+00:00;netral
@ojkindonesia;Hal ini tercermin antara lain dari kredit yang tumbuh double digit sebesar 12,40% (yoy) menjadi Rp7.245 triliun. Selain itu, penghimpunan dana di Pasar Modal hingga 30 April 2024 mencapai Rp77,64 triliun.;2024-05-14 10:02:55+00:00;netral
@ojkindonesia;Stabilitas Sektor Jasa Keuangan Terjaga di Tengah Dinamika Geopolitik Global Sobat OJK, Rapat Dewan Komisioner Bulanan Otoritas Jasa Keuangan (OJK) pada 2 Mei 2024 menilai stabilitas sektor jasa keuangan nasional tetap terjaga stabil dg kinerja intermediasi yang kontributif.;2024-05-14 10:02:52+00:00;netral
@bnifinance;atau mengunjungi kantor–kantor OJK baik di pusat maupun daerah. Layanan SLIK juga tidak dipungut biaya atau gratis. Waspada penipuan ya! Apa saja dokumen yang harus disiapkan dan bagaimana prosesnya? Lihat di postingan ini ya -- #SLIKOJK #SLIK #OJK;2024-05-14 09:33:32+00:00;positif
@nusantara_kini;Izin PayTren AM Dicabut OJK, Yusuf Mansur Pastikan Tak Ada Utang ke Nasabah;2024-05-14 09:33:25+00:00;netral
@dotpierces;ada yang mau diangkut lagi gak yah??;2024-05-14 09:31:44+00:00;netral
@hakatarub;Kalo udah ngadu ke kanal yg disediakan BRI ngga ada tanggapan maka langsung saja ngadu ke OJK;2024-05-14 09:31:32+00:00;netral
@OposisiCerdas;Paytren Aset Manajemen Ditutup OJK, Yusuf Mansur: Semoga Allah Mengampuni Saya!;2024-05-14 09:24:52+00:00;netral
@kompascom;OJK mencabut izin usaha perusahaan efek sebagai manajer investasi kepada PT Paytren Aset Manajemen pada 8 Mei 2024.;2024-05-14 09:17:13+00:00;netral
@ngopibareng_id;OJK cabut izin usaha Paytren milik Ustaz Yusuf Mansur. Terdapat sejumlah pelanggaran yakni kantor tidak ditemukan dan tidak punya pegawai. http://dlvr.it/T6rx32 #YusufMansur #UstazYusufMansur #PayTren #OJK;2024-05-14 09:16:36+00:00;negatif
@kalimantan_satu;Izin Tani Fund Dicabut OJK #TaniFund #OJK #beritaterkini #BreakingNews‌ #ekonomi;2024-05-14 09:10:40+00:00;netral
@kalimantan_satu;Izin Paytren Aset Manajemen Dicabut OJK ! Perusahan yang Didirikan Ustaz Yusuf Mansur Ini Terbukti Melanggar Peraturan #yusufmansur #paytren #BreakingNews‌ #beritaterkini #OJK;2024-05-14 09:09:14+00:00;netral
@bukanhadee;mimpi elek byanget;2024-05-14 08:49:13+00:00;netral
@dhimastree;Ngadu ke BRI, OJK, dan viral;2024-05-14 08:48:47+00:00;netral
@CelanaKotak_;Bikin sanggahan ke ojk;2024-05-14 08:46:13+00:00;netral
@Mfthrrzkk;kurang kurangin ngerekam orang sembarangan di tempat umum iya tau di tempat kalian mungkin gaada yg bening bening begitu, tapi jangan norak sampe bgitu ya;2024-05-14 08:45:37+00:00;netral
@ethadisaputra;Ga selesai disini saja kan??? OJK Cabut Izin Usaha Paytren Aset Manajemen Milik Yusuf Mansur;2024-05-14 08:34:48+00:00;netral
@lmhlk1025;Diawasi ojk gakkk ini?;2024-05-14 08:26:01+00:00;netral
@cnbcindonesia;Video: Tok! OJK Cabut Izin Usaha Tanifund & Paytren;2024-05-14 08:20:43+00:00;netral
@frborgias;OJK akhirnya mencabut izin Paytren.;2024-05-14 08:18:48+00:00;netral
@RadioSmartFM;OJK resmi mencabut izin usaha PT Paytren Aset Manajemen, aset manajemen yang dulu dibangun Yusuf Mansur. Pencabutan izin usaha dilakukan usai manajer investasi syariah itu terbukti melakukan pelanggaran atas peraturan perundang-undangan di sektor pasar modal. #SmartNews;2024-05-14 08:15:00+00:00;netral
@redaksimata;OJK Menilai Sektor Jasa Keuangan Nasional Tetap Stabil di Tengah Dinamika Geopolitik Global http://dlvr.it/T6rpXV;2024-05-14 08:14:09+00:00;netral
@abadikinicom;OJK Cabut Izin Usaha PT Paytren Aset Manajemen Milik Ustad Yusuf Mansur;2024-05-14 07:44:34+00:00;netral
@Mfthrrzkk;lagi lagi bapak nggak guna jadi sumber masalah;2024-05-14 07:41:50+00:00;negatif
@democrazymedia;Paytren Aset Manajemen Ditutup OJK, Yusuf Mansur: Semoga Allah Mengampuni Saya!;2024-05-14 07:40:00+00:00;netral
@OposisiCerdas;8 Poin Kejanggalan Paytren Aset Manajemen Milik Yusuf Mansur yang Ditutup OJK, Salah Satunya Kantor Tidak Ada!;2024-05-14 07:39:01+00:00;negatif
@rajadau88023942;Jgn lupa dipantau itu ganti ruginya, kgn kaya Reksadana makinta mantab. Bgst duit orang ilang, ojk bisa apa?;2024-05-14 07:34:41+00:00;netral
@matamulagi;OJK Oke;2024-05-14 07:33:17+00:00;netral
@CNNIndonesia;Yusuf Mansur Buka Suara Usai OJK Cabut Izin Paytren;2024-05-14 07:30:43+00:00;netral
@horregblarr;Izin Paytren diterbitkan oleh BI. Yg cabut ya BI. Dalam hal ini OJK tdk berwenang. Silahkan koreksi.;2024-05-14 07:29:08+00:00;netral
@cnbcindonesia;OJK Beberkan Rencana AJB Bumiputera Buat Bayar Klaim Jatuh Tempo;2024-05-14 07:29:08+00:00;netral
@profesor_saham;BREAKING NEWS OJK Resmi mencabut izin usaha (CIU) PT. Paytren Aset Manajemen (PAM) atau biasa dikenal sebagai paytren;2024-05-14 07:23:38+00:00;netral
@Metro_TV;Otoritas Jasa Keuangan (OJK) mencatat total akumulasi nilai transaksi aset kripto sejak awal 2024 hingga Maret 2024 tercatat senilai Rp158,84 triliun. Sedangkan dari sisi investor, OJK mencatat jumlah total investor aset kripto mencapai 19,75 juta investor per Maret 2024 atau;2024-05-14 07:06:01+00:00;netral
@bukanhadee;danusan tercepat jatuh kpd hari ini;2024-05-14 07:04:39+00:00;netral
@Delisa_Lockey;Anjrot pinjol pake OJK g salah y pak? Pantes jabar juara no 1 pinjol pak;2024-05-14 06:56:23+00:00;negatif
@OposisiCerdas;OJK Cabut Izin Usaha Paytren Aset Manajemen Milik Yusuf Mansur;2024-05-14 06:54:55+00:00;netral
@dotpierces;yu temenan yu;2024-05-14 06:52:21+00:00;netral
@dayatgates_;Ojk pagub di kota region yang ada kantor ojk nya ampuh;2024-05-14 06:48:35+00:00;netral
@KATADATAcoid;OJK Wajibkan Emiten yang Akan Delisting untuk Beli Kembali Saham;2024-05-14 06:47:35+00:00;netral
@detikfinance;OJK menyampaikan perkembangan terkini sektor jasa keuangan dan berbagai pengawasan yang telah dilakukan. Seperti apa?;2024-05-14 06:45:26+00:00;netral
@Savvytrader6;Kallo urusan CC nelfon ke bank ga akan di tutup, karena mereka pendapatan dari sana, langsung ke ojk aja, tapi klaten itu KR berapa ga tau deh;2024-05-14 06:44:04+00:00;netral
@avenoiry;nabung di SEABANK bagus bgttt!! aman diawasi OJK + peserta penjaminan LPS, free biaya admin bulanan & free transfer kmn ajaa yukk daftar skrg mumpung ada bonus saldo kalo daftar bisa di cek penjelasannya disini yaa^^ ( https://x.com/CrescenciaMin/status/1770638365563785620?t=17NClvZBEQLw_iJNOlQTRw&s=19… );2024-05-14 06:40:34+00:00;positif
@Bisniscom;Tok! OJK Cabut Izin Usaha Paytren Aset Manajemen yang Didirikan Yusuf Mansur;2024-05-14 06:39:34+00:00;netral
@kiokio878;Salah nya mau pinjol udah ada di ojk pinjol tetap pinjol;2024-05-14 06:37:54+00:00;negatif
@Walidainj_037;Ampun pak aku ojk dicekel pak, Aku sek joko;2024-05-14 06:37:18+00:00;netral
@VIVAcoid;OJK Cabut Izin Usaha Paytren, Ini Sederet Masalahnya!;2024-05-14 06:33:35+00:00;negatif
@TirtoID;OJK Cabut Izin Paytren Milik Yusuf Mansur;2024-05-14 06:33:09+00:00;netral
@kumparan;Pendiri PayTren Asset Manajemen (PAM), Yusuf Mansur mengaku sudah berusaha menyelamatkan perusahaan dalam 3 tahun terakhir, sebelum izinnya dicabut OJK. #bisnisupdate #Update #bisnis #Text;2024-05-14 06:30:35+00:00;netral
@LeedamSn7;Asal udah ojk salahnya di mana?;2024-05-14 06:29:18+00:00;negatif
@kimsugarrr82719;Parah klo kya gtu laporin ke ojk aja;2024-05-14 06:24:53+00:00;netral
@KompasTV;Profil Paytren Aset Manajemen yang Izin Usahanya Dicabut OJK;2024-05-14 06:19:07+00:00;netral
@liputan6dotcom;Izin Usaha Paytren Dicabut OJK, Ustadz Yusuf Mansur Buka Suara http://dlvr.it/T6rZwQ #Bisnis;2024-05-14 06:14:12+00:00;netral
@kompascom;terdapat 656 pengaduan yang diterima kontak 157 OJK sepanjang April 2024 terkait aktivitas kecurangan (fraud) seperti penipuan, pembobolan rekening...;2024-05-14 06:11:37+00:00;sangat negatif
@HandajaTjahjono;OJK tdk berani bertindak karena J milik BUMN;2024-05-18 23:50:52+00:00;netral
@r_for_rian;Investigasi oleh OJK masih berlangsung. Lama juga ya,;2024-05-18 23:09:12+00:00;netral
@KontanNews;4 Perusahaan Pembiayaan Belum Penuhi Ekuitas Minimum, OJK Beberkan Kondisinya http://keuangan.kontan.co.id/news/4-perusahaan-pembiayaan-belum-penuhi-ekuitas-minimum-ojk-beberkan-kondisinya… #Multifinance;2024-05-18 23:00:03+00:00;netral
@akuy_reborn;BPJS (Buat Pejabat Jajan Sepuasnya) OJK (Omongan Jokiwo Kibul);2024-05-18 22:46:03+00:00;netral
@balipuspanews;OJK Terbitkan Peraturan Perkuat Kelembagaan BPR/BPR Syariah https://balipuspanews.com/ojk-terbitkan-peraturan-perkuat-kelembagaan-bpr-bpr-syariah.html?utm_source=dlvr.it&utm_medium=twitter… #Jakarta #News #Bpr #BPRSyariah;2024-05-18 22:40:10+00:00;netral
@MrXavin;Kalau OJK bisa lihat itu, knp gak bisa lihat potensi korupsi?;2024-05-18 22:16:38+00:00;netral
@okezonenews;5 Fakta Izin Paytren Dicabut OJK, Yusuf Mansur Legowo;2024-05-18 21:43:05+00:00;netral
@inomniaparautus;"Jalok tulung bwang, engkok gae para Fomo"" Timnas seng delok timnas langsung ng GBK pas delok, lek gadue jersey timnas ojk gae jersey emyu cook, kenek maneh fans emyu iki wkwk, gae o seng laen ae opo kaos polos opo jersey abang lain pokok ojok emyu dah intine, sankyu";2024-05-18 20:54:52+00:00;netral
@wndanyy;ojk melu2;2024-05-18 19:39:15+00:00;netral
@bukanhadee;pagi-jam 00.sekian: 9/10;2024-05-18 19:36:49+00:00;netral
@bukanhadee;ak ga pernh maksa yo;2024-05-18 19:35:59+00:00;netral
@bukanhadee;ini cara nyelesein tugas gmn y;2024-05-18 18:51:26+00:00;netral
@bukanhadee;kedatangan jin e kui;2024-05-18 18:50:57+00:00;netral
@bukanhadee;pindah tidur dengan mahal;2024-05-18 18:44:43+00:00;netral
@bukanhadee;semua itu bisa di dapet klo punya 10M;2024-05-18 18:41:37+00:00;netral
@bukanhadee;pernah rekor seminggu;2024-05-18 18:33:00+00:00;netral
@bukanhadee;tugasku diy tolongin dong;2024-05-18 18:23:50+00:00;netral
@bukanhadee;kondisi saat ini;2024-05-18 18:22:04+00:00;netral
@dotpierces;yukk;2024-05-18 17:43:01+00:00;netral
@asyadellia;gw laporin OJK nih;2024-05-18 17:12:52+00:00;netral
@kompascom;OJK meluncurkan Panduan Strategi Anti-Fraud Penyelenggara Inovasi Teknologi Sektor Keuangan (ITSK) untuk memitigasi praktik fraud;2024-05-18 17:08:34+00:00;netral
@zulhamalfandi;Syarate ojk ndelereng om wkwk;2024-05-18 16:54:28+00:00;netral
@gouzint;,pake kode referralku *'refh2csgf'* saat daftar Kredivo dan dapet aku bisa belanja apa aja dimana aja dan *cicil sampai 24 bulan, limit sampai Rp50 juta dan bunga mulai 0%!* Jangan ditanya lagi keamanannya,Kredivo berizin dan diawasi OJK!#Sefleksibelitu;2024-05-18 16:29:51+00:00;positif
@UrbanCitypro_;Kontribusi Industri Jasa Keuangan di Industri Maritim Belum Optimal https://urbancity.co.id/kontribusi-industri-jasa-keuangan-di-industri-maritim-belum-optimal/… #Berita #industrimaritim #OJK #SophiaWattimena #urbancity;2024-05-18 16:23:46+00:00;netral
@logikakalsehat;bank indonesia, ojk, dan bumn2(yang modalnya dari pajak) gajinya besar tuh pak;2024-05-18 15:45:39+00:00;netral
@logikakalsehat;Bank indonesia, ojk dari pajak juga;2024-05-18 15:42:00+00:00;netral
@u_metanews;Tidak Sembarangan, Ini Aturan OJK Soal Penagihan Pinjol - http://u-meta.news;2024-05-18 15:30:33+00:00;negatif
@LumbungSaham;OJK tidak menyetujui pengangkatan Dedi Setiawan sebagai Komisaris PT Clipan Finance Indonesia Tbk (CFIN). Berdasar hasil fit & proper test OJK tertanggal 24 April 2024 tersebut, CFIN wajib untuk membatalkan pengangkatan Dedi Setiawan dalam jangka waktu paling lama tiga bulan.;2024-05-18 15:05:00+00:00;negatif
@hri_hari;Gaji gede, dibayar dari uang rakyat lho itu polisi dan OJK.;2024-05-18 15:00:48+00:00;netral
@ojkindonesia;Info seputar update kebijakan dan kegiatan OJK lainnya, kunjungi kanal Youtube Otoritas Jasa Keuangan (OJK TV). https://youtube.com/shorts/-2NQUnbqeYU?si=kVF2cvaUSkwnyxQn… #OJK #Asuransi #DRMI2024 #Digital #teknologi #OJKTV;2024-05-18 14:30:47+00:00;netral
@ojkindonesia;Demikian disampaikan Kepala Eksekutif Pengawas Perasuransian, Penjaminan, dan Dana Pensiun OJK Ogi Prastomiyono.;2024-05-18 14:30:46+00:00;netral
@ojkindonesia;Industri Asuransi Harus Siap Go Digital Sobat OJK, perkembangan teknologi mengubah industri asuransi secara positif melalui inovasi teknologi digital. Untuk itu OJK menegaskan tiga aktivitas yang terkait dengan asuransi yaitu insurance hub, insurance tech dan aggregator.;2024-05-18 14:30:45+00:00;netral
@Shenpaii643661;Pinjaman di Akulaku， Pasti Aman dan Cepat! Pinjam hingga 3jt dan tenor 3 bulan! Berizin dan diawasi oleh OJK. https://s.akulaku.com/qMT9U1;2024-05-18 14:20:22+00:00;positif
@Ayoloh1;Kan dana bukan lembaga paylater ya wajar gak pake ojk. Dari dulu dana emang gak sama ojk tpi BI. Info drmana sih lu;2024-05-18 13:11:24+00:00;netral
@bukanhadee;anyink kok ak ngechat kyk interview gt yo;2024-05-18 13:00:23+00:00;netral
@honeeyoo_n;kak takutnya ni pinjol ngaku2 juga, cek ojk deh kaaa;2024-05-18 12:57:41+00:00;netral
@tempodotco;OJK Ungkap Empat Kebijakan Strategis POJK Baru tentang BPR dan BPRS https://bisnis.tempo.co/read/1869436/ojk-ungkap-empat-kebijakan-strategis-pojk-baru-tentang-bpr-dan-bprs?utm_source=Twitter&utm_medium=dlvr.it… #TempoBisnis;2024-05-18 12:53:34+00:00;netral
@ojkindonesia;Selengkapnya cek #SiaranPersOJK pada tautan berikut https://ojk.go.id/id/berita-dan-kegiatan/siaran-pers/Pages/OJK-Terbitkan-Peraturan-Perkuat-Kelembagaan-BPR-BPR-Syariah.aspx…;2024-05-18 12:18:22+00:00;netral
@ojkindonesia;POJK 7/2024 yang berlaku sejak diundangkan pada 30 April 2024 mengatur aspek kelembagaan BPR atau BPR Syariah mulai dari pendirian, kepemilikan, kepengurusan, jaringan kantor, penggabungan, peleburan, & pengambilalihan, hingga pencabutan izin usaha atas permintaan pemegang saham.;2024-05-18 12:18:22+00:00;netral
@ojkindonesia;POJK ini merupakan upaya OJK utk terus meningkatkan pengawasan scr optimal mengingat berdasarkan hasil pengawasan, OJK menemukan beberapa kelemahan struktural termasuk fraud sehingga BPR atau BPR Syariah tsb harus ditutup demi penyehatan sistem perbankan & pelindungan konsumen.;2024-05-18 12:18:21+00:00;netral
@ojkindonesia;POJK 7/2024 ditujukan agar BPR & BPR Syariah dapat tumbuh dan berkembang menjadi lembaga keuangan yg berintegritas, adaptif, & berdaya saing serta diharapkan mampu berkontribusi dlm menyediakan layanan keuangan kepada masyarakat terutama pelaku usaha mikro & kecil di wilayahnya.;2024-05-18 12:18:20+00:00;netral
@ojkindonesia;…untuk mengakselerasi penguatan aspek kelembagaan industri BPR dan BPR Syariah sesuai amanat Undang Undang Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan (P2SK).;2024-05-18 12:18:19+00:00;positif
@ojkindonesia;#SiaranPersOJK OJK menerbitkan Peraturan Otoritas Jasa Keuangan Nomor 7 Tahun 2024 (POJK 7/2024) tentang Bank Perekonomian Rakyat (BPR) dan Bank Perekonomian Rakyat Syariah (BPR Syariah),;2024-05-18 12:18:18+00:00;netral
@cnbcindonesia;Kinerja Bank Lesu di Kuartal I-2024, OJK Ungkap Penyebabnya;2024-05-18 12:05:12+00:00;netral
@AlbertSolo2;Bank Bangkrut Menjamur, OJK Terbitkan Aturan Baru BPR & BPR Syariah;2024-05-18 11:48:19+00:00;netral
@dotpierces;waduh gak bisa, kucing gua baru ditaro langsung tidur;2024-05-18 11:46:32+00:00;netral
@Pengendiemaja;list pinjol legal dari OJK yang terbukti bisa mencairkan dana instan silakan dibaca thread dibawah https://x.com/Pengendiemaja/status/1581849977113874432?s=24…;2024-05-18 11:35:00+00:00;netral
@dotpierces;aiguu serem banget kelincinya..;2024-05-18 11:33:18+00:00;netral
@detikfinance;Otoritas Jasa Keuangan (OJK) tengah meneliti kasus dugaan hilangnya dana nasabah BTN. OJK juga telah memanggil 17 konsumen terkait kasus tersebut.;2024-05-18 11:31:05+00:00;negatif
@bunnnygguk_;siapa suka ekonomi? klo ak ngga setelah belajar bank OJK lk dll;2024-05-18 11:08:18+00:00;netral
@dotpierces;sini sini aku gendong, kan aku kuat;2024-05-18 10:58:36+00:00;netral
@idx_channel;OJK Dorong Unit Usaha Syariah Bank Umum segera Spin Off;2024-05-18 10:53:33+00:00;netral
@SaintHaezer;Mambu sitrus sek oke. Pokoke ojk lavender karo vanilla.;2024-05-18 10:53:22+00:00;netral
@dotpierces;jalan jalan dong bang pan, masa tidur ajahh;2024-05-18 10:47:52+00:00;netral
@dotpierces;ikut dong, mangkal dimana luhk;2024-05-18 10:47:39+00:00;netral
@dotpierces;jalan jalaann dong;2024-05-18 10:47:31+00:00;netral
@dotpierces;UDAH JAM 6 SORE BJIR;2024-05-18 10:47:24+00:00;netral
@dotpierces;telung sih telung sama es teh;2024-05-18 10:44:09+00:00;netral
@dotpierces;masa rebahan, roll depan belakang dong;2024-05-18 10:43:39+00:00;netral
@dotpierces;malming pada ngapain nieh gantenk??;2024-05-18 10:42:50+00:00;netral
@heralddotID;Otoritas Jasa Keuangan (OJK) resmi menerbitkan Peraturan Otoritas Jasa Keuangan Nomor 7 Tahun 2024 (POJK 7/2024) tentang Bank Perekonomian Rakyat (BPR) dan Bank Perekonomian Rakyat Syariah (BPR Syariah). #ojk #bpr;2024-05-18 10:36:27+00:00;netral
@fitridefi;PPATK, OJK, BI, BPK;2024-05-18 10:36:01+00:00;netral
@oim_ini;Gak cek ojk dulu kah?;2024-05-18 09:41:42+00:00;netral
@elshinta_tegal;OJK: Perlu optimalisasi penggunaan AI untuk efektivitas internal audit;2024-05-18 09:40:00+00:00;netral
@NearOne101;jelas penipuan, coba lapor ojk gimana respon mereka,;2024-05-18 09:38:45+00:00;sangat negatif
@mamsotoo;Owalaa, mau maem soto ta? Ojk nangis tapi;2024-05-18 09:36:58+00:00;netral
@updatebalii;Otoritas Jasa Keuangan resmi menerbitkan Peraturan Otoritas Jasa Keuangan Nomor 7 Tahun 2024 (POJK 7/2024) tentang Bank Perekonomian Rakyat #ojk #bankperekonomianrakyat #lembagakeuangan https://updatebali.com/ojk-terbitkan-peraturan-penguatan-bpr-dan-bpr-syariah/…;2024-05-18 09:20:54+00:00;netral
@tempodotco;OJK Ungkap Potensi Kredit Bermasalah Perbankan usai Relaksasi Restrukturisasi Pandemi Dihentikan https://bisnis.tempo.co/read/1869374/ojk-ungkap-potensi-kredit-bermasalah-perbankan-usai-relaksasi-restrukturisasi-pandemi-dihentikan?utm_source=Twitter&utm_medium=dlvr.it… #TempoBisnis;2024-05-18 09:17:35+00:00;negatif
@iqbal_farabi;Termasuk aset kripto, Bib? Soalnya sejauh yg saya tau, sampe hari ini aja regulasinya masih di bawah Bappebti, bukan di bawah BI/OJK.;2024-05-18 08:58:53+00:00;netral
@Chuchubyooo;adakami bagus tuh ge udh diawasi sama ojk;2024-05-18 08:54:16+00:00;positif
@cinnam0ndelrey;manifesting beberapa tahun lagi kerja di ojk;2024-05-18 08:52:33+00:00;netral
@bicarajambicom;BICARA JAMBI: OJK Terbitkan Peraturan Perkuat Kelembagaan BPR/BP...;2024-05-18 08:46:30+00:00;netral
@radaraktual;OJK: Utang Warga Indonesia di PayLater Tembus Rp. 6,13 Triliun per Maret 2024;2024-05-18 08:30:00+00:00;netral
@orzvd406;OJK Compute servernya pake celeron;2024-05-18 08:20:54+00:00;netral
@detikfinance;Cara Cek Skor Kredit Online Lewat SLIK OJK;2024-05-18 08:01:34+00:00;netral
@singa_fintech;KABAR GEMBIRA!! Sekarang kamu bisa dapat bonus tambahan di Singa Fintech ! cukup share kode referral ke teman & sosial media ! ————————————————— PT Abadi Sejahtera Finansindo telah berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) 1500066 cs@singa.id #referralcode;2024-05-18 08:00:00+00:00;netral
@ojkindonesia;Hal ini disampaikan Kepala Eksekutif Pengawas Pasar Modal, Keuangan Derivatif, dan Bursa Karbon OJK Inarno Djajadi dlm sambutannya pd acara Sosialisasi Perempuan Jambi Cerdas Berinvestasi di Pasar Modal di Kantor Gubernur Jambi, Jumat (17/5).;2024-05-18 07:30:50+00:00;netral
@ojkindonesia;#SiaranPersOJK OJK bersama Self-Regulatory Organization terus mendorong peningkatan literasi Pasar Modal kaum perempuan, yg memiliki peran penting dlm pengelolaaan aset & keuangan keluarga.;2024-05-18 07:30:49+00:00;netral
