User;Text;Date;Label;Cleaned_Text
@AgusDimas76;Berijin dan diawasi OJK;2024-05-14 16:03:43+00:00;netral;berijin diawasi ojk
@33fd17e2faec422;Lakukan 8 Pelanggaran, OJK Cabut Izin Usaha Paytren Milik Yusuf Mansur, Bagaimana Nasib Nasabah? https://medan.tribunnews.com/2024/05/14/lakukan-8-pelanggaran-ojk-cabut-izin-usaha-paytren-milik-yusuf-mansur-bagaimana-nasib-nasabah…;2024-05-14 16:01:46+00:00;netral;lakukan pelanggaran ojk cabut izin usaha paytren milik yusuf mansur nasib nasabah
@Bisniscom;Update Spin Off Unit Usaha Syariah, OJK: Ada Perusahaan Ajukan Izin;2024-05-14 15:56:07+00:00;netral;update spin off unit usaha syariah ojk perusahaan ajukan izin
@bukanhadee;aku danusan nasi jamur;2024-05-14 15:54:21+00:00;netral;danusan nasi jamur
@bukanhadee;comelnyeee lumba” ni;2024-05-14 15:53:32+00:00;netral;comelnyeee lumba ni
@bukanhadee;brrti kmu kucing hor?;2024-05-14 15:53:11+00:00;netral;brrti kmu kucing hor
@bukanhadee;AKU YO NITIPPPP;2024-05-14 15:52:38+00:00;netral;yo nitipppp
@laakunaa;lak mari diajarii njalok tulong ojk mlayuuu lahh anjir;2024-05-14 15:19:14+00:00;netral;lak mari diajarii njalok tulong ojk mlayuuu lahh anjir
@mintcox;"Kagak mau ngatain orang tolol, tapi kenapa itu otaknya kek kosong kali tiap ngobrol ada aja nanyanya kek ""apa itu pigmented?"" ""Apa itu ojk?"" ""Pervert itu apa?"" bahkan lu ga paham apa itu referensi yang kredibel. Selama kuliah lu ngapain, skripsi lu juga lu kerja kek mana";2024-05-14 15:17:16+00:00;netral;kagak ngatain orang tolol otaknya kek kosong kali ngobrol aja nanyanya kek pigmented ojk pervert lu ga paham referensi kredibel kuliah lu ngapain skripsi lu lu kerja kek
@ceritapalembang;Terbukti Langgar 8 Poin OJK Resmi Cabut Izin Paytren, Ustaz Yusuf Mansur Buka Suara;2024-05-14 15:15:16+00:00;netral;terbukti langgar poin ojk resmi cabut izin paytren ustaz yusuf mansur buka suara
@kompascom;OJK telah mengirimkan Surat Pembinaan kepada PUJK untuk segera melakukan langkah perbaikan atau menghentikan pencantuman iklan keuangan.;2024-05-14 15:04:17+00:00;positif;ojk mengirimkan surat pembinaan pujk langkah perbaikan menghentikan pencantuman iklan keuangan
@lawjusticeco;OJK: Investree Masih Belum Penuhi Ketentuan Ekuitas Minimum https://law-justice.co/artikel/168108/ojk-investree-masih-belum-penuhi-ketentuan-ekuitas-minimum/…;2024-05-14 15:01:11+00:00;netral;ojk investree penuhi ketentuan ekuitas minimum
@red_riauonline;Otoritas Jasa Keuangan (OJK) resmi mencabut izin usaha Paytren Aset Manajemen milik Ustaz Yusuf Mansur, lantaran terbukti melakukan pelanggaran atas peraturan perundang-undangan di sektor pasar modal, Rabu 8 Mei 2024 lalu. Selengkapnya https://riauonline.co.id/bisnis/read/2024/05/13/ojk-resmi-cabut-izin-paytren-yusuf-mansur#google_vignette…;2024-05-14 15:00:03+00:00;netral;otoritas jasa keuangan ojk resmi mencabut izin usaha paytren aset manajemen milik ustaz yusuf mansur lantaran terbukti pelanggaran peraturan perundangundangan sektor pasar modal rabu mei selengkapnya
@fajarnewsgroup;Pelanggaran Aturan, Paytren Kehilangan Izin Usaha dari OJK;2024-05-14 14:32:12+00:00;negatif;pelanggaran aturan paytren kehilangan izin usaha ojk
@SINDOnews;Izin Paytren Dicabut OJK, Yusuf Mansur: Semoga Allah Mengampuni Saya;2024-05-14 14:30:01+00:00;netral;izin paytren dicabut ojk yusuf mansur semoga allah mengampuni
@SimpangUdi33952;OJK: AJB Bumiputera Bayar Klaim Rp126 M ke 43 Ribu Pemegang Polis https://cnnindonesia.com/ekonomi/20230905183021-78-995165/ojk-ajb-bumiputera-bayar-klaim-rp126-m-ke-43-ribu-pemegang-polis…;2024-05-14 14:24:42+00:00;netral;ojk ajb bumiputera bayar klaim rp m ribu pemegang polis
@SimpangUdi33952;OJK: AJB Bumiputera Bayar Klaim Rp126 M ke 43 Ribu Pemegang Polis;2024-05-14 14:21:34+00:00;netral;ojk ajb bumiputera bayar klaim rp m ribu pemegang polis
@coldmatchaluv;ini gimana cara minta aksesnya, aku udh minta akses malah gabisa pls help me yg magang di OJK;2024-05-14 14:16:48+00:00;netral;gimana aksesnya udh akses gabisa pls help me yg magang ojk
@subhi_darajat;OJK Cabut Izin Usaha Paytren Yusuf Mansur - Suara Surabaya;2024-05-14 14:11:31+00:00;netral;ojk cabut izin usaha paytren yusuf mansur suara surabaya
@Mfthrrzkk;maaf bukannya rasis.. ttapi daerah sana kebanyakan trans jawa min dan mereka kalo bicara biasanya pake bahasa jawa itu daerah sumsel perkampungan perkebunan karet rata rata isinya jawa;2024-05-14 14:10:15+00:00;netral;maaf rasis ttapi daerah kebanyakan trans jawa min kalo bicara pake bahasa jawa daerah sumsel perkampungan perkebunan karet isinya jawa
@bhar13f;Mantul Mantul Yusuf Mansur OJK Resmi Cabut Izin Usaha Paytren Aset Manajemen, Yusuf Mansur: Semoga Allah Mengampuni Saya...;2024-05-14 14:06:17+00:00;netral;mantul mantul yusuf mansur ojk resmi cabut izin usaha paytren aset manajemen yusuf mansur semoga allah mengampuni
@Mfthrrzkk;cliak orgen ka tanah lapang;2024-05-14 14:05:20+00:00;netral;cliak orgen ka tanah lapang
@pluitoc;ojk sedih ngono yas;2024-05-14 14:05:16+00:00;netral;ojk sedih ngono yas
@bankneocommerce;Pastiin kamu ikutin caranya dengan benar, ya! Info mengenai fitur VA, klik https://bit.ly/EduWebVA & jika ingin pakai fitur VA, klik https://bit.ly/EduhematpayVA Bank Neo Commerce Tbk berizin & diawasi OJK, serta merupakan bank peserta penjaminan LPS.;2024-05-14 14:04:31+00:00;netral;pastiin ikutin ya info fitur va klik pakai fitur va klik bank neo commerce tbk berizin diawasi ojk bank peserta penjaminan lp
@Mfthrrzkk;ini kalo ke pesbuk udh di hujat kaum kaum salafikir nih;2024-05-14 14:03:54+00:00;netral;kalo pesbuk udh hujat kaum kaum salafikir nih
@Mfthrrzkk;mentok mentok ilmu e cuma dapek baa caro main koa samo caro baburu ciliang nyo tu ndk worth it;2024-05-14 14:01:21+00:00;netral;mentok mentok ilmu e dapek baa caro main koa samo caro baburu ciliang nyo tu ndk worth it
@ntvnewsid;Izin Usaha Paytren Dicabut OJK, Yusuf Mansur: Tak Ada Utang ke Nasabah;2024-05-14 13:47:34+00:00;netral;izin usaha paytren dicabut ojk yusuf mansur utang nasabah
@triadibagus;boleh dong. brand resmi dan terdaftar OJK. dan inget, @PSSI bukan penjaga AKHLAK warga.;2024-05-14 13:38:56+00:00;netral;brand resmi terdaftar ojk inget penjaga akhlak warga
@suaranasional;Izin Paytren Dicabut OJK, Yusuf Mansur Sebut Atas Izin Allah SWT https://suaranasional.com/2024/05/14/izin-paytren-dicabut-ojk-yusuf-mansur-sebut-atas-izin-allah-swt/…;2024-05-14 13:32:23+00:00;netral;izin paytren dicabut ojk yusuf mansur izin allah swt
@Mirna_ojk;Cape seharian tamu banyak, tidur lebih awal #poetry;2024-05-14 13:29:46+00:00;netral;cape seharian tamu tidur poetry
@exo1lusin;Nahh kaann, mau ajuin kpr nanti pun ga akan bisa.. karna udh di blacklist dari OJK;2024-05-14 13:28:55+00:00;netral;nahh kaann ajuin kpr ga karna udh blacklist ojk
@validnewsid;<p>Berdasarkan data OJK, <em>outstanding </em>piutang pembiayaan dari perusahaan pembiayaan <em>paylater </em>per Maret 24 sebesar Rp6,13 triliun.</p>;2024-05-14 13:28:33+00:00;netral;pberdasarkan data ojk emoutstanding empiutang pembiayaan perusahaan pembiayaan empaylater emper maret rp triliunp
@coldmatchaluv;mau nanya ada yg apply magang OJK ga ya??;2024-05-14 13:22:22+00:00;netral;nanya yg apply magang ojk ga ya
@bukanhadee;minimal takziah mngkt, cerak ae kok;2024-05-14 13:21:11+00:00;netral;minimal takziah mngkt cerak ae
@ojkindonesia;Selamat Hari Kebangkitan Nasional ke-116 tahun. Bangkit untuk Indonesia Emas #OJKIndonesia #Harkitnas #HariKebangkitanNasional2024 #SemangatuntukBangkit #116tahun #Kolaboratif;2024-05-19 23:49:10+00:00;netral;selamat kebangkitan nasional bangkit indonesia emas ojkindonesia harkitnas harikebangkitannasional semangatuntukbangkit kolaboratif
@ojkindonesia;Seperti para pahlawan yang gigih berjuang demi kemerdekaan, kita juga perlu berjuang meningkatkan pengetahuan keuangan kita untuk meraih masa depan yang cerah dan mewujudkan Indonesia emas.;2024-05-19 23:49:10+00:00;netral;pahlawan gigih berjuang kemerdekaan berjuang meningkatkan pengetahuan keuangan meraih cerah mewujudkan indonesia emas
@ojkindonesia;Selamat Hari Kebangkitan Nasional 2024 Sobat OJK, Setiap tanggal 20 Mei diperingati sebagai Hari Kebangkitan Nasional. Hari ini merupakan momen penting dalam sejarah Indonesia yang menandai kebangkitan nasional untuk meraih kemerdekaan.;2024-05-19 23:49:09+00:00;netral;selamat kebangkitan nasional sobat ojk tanggal mei diperingati kebangkitan nasional momen sejarah indonesia menandai kebangkitan nasional meraih kemerdekaan
@bukanhadee;sarapan dr @muzeg;2024-05-19 22:38:08+00:00;netral;sarapan dr
@tempodotco;Paytren Dicabut OJK, Apa Itu Investasi Syariah? Simak Penjelasan Ekonom Celios https://bisnis.tempo.co/read/1869814/paytren-dicabut-ojk-apa-itu-investasi-syariah-simak-penjelasan-ekonom-celios?utm_source=Twitter&utm_medium=dlvr.it… #TempoBisnis;2024-05-19 21:06:05+00:00;netral;paytren dicabut ojk investasi syariah simak penjelasan ekonom celios tempobisnis
@Mirna_ojk;bangun tidur;2024-05-19 20:26:53+00:00;netral;bangun tidur
@neonyblue;ojk glm mba;2024-05-19 18:16:31+00:00;netral;ojk glm mba
@dotpierces;FEYI MAU KEMANA;2024-05-19 18:13:07+00:00;netral;feyi kemana
@dotpierces;kata gua mah kita ngobrol sini yaampun huaaa duar ngen—;2024-05-19 17:42:14+00:00;netral;gua mah ngobrol yaampun huaaa duar ngen
@dotpierces;mau eskrim gak? belinya jauh nih di mars;2024-05-19 17:41:33+00:00;netral;eskrim gak belinya nih mar
@BankBCA;Selamat pagi, @dnsweetiyy . Tentu, namun boleh informasikan lebih detail perihal magang di OJK yang Anda maksud melalui DM? Pastikan hanya berinteraksi dengan akun resmi Social Media BCA yang verified bercentang biru, kecuali X (Twitter) dengan centang emas. Nomor (1/2) ^Ferdy;2024-05-19 17:33:12+00:00;netral;selamat pagi informasikan detail perihal magang ojk maksud dm pastikan berinteraksi akun resmi social medium bca verified bercentang biru kecuali x twitter centang emas nomor ferdy
@dotpierces;yuk yuk kita kokop kokopan muach muach;2024-05-19 17:26:41+00:00;netral;yuk yuk kokop kokopan muach muach
@rara91087;Pinjaman di Akulaku， Pasti Aman dan Cepat! Pinjam hingga 3jt dan tenor 3 bulan! Berizin dan diawasi oleh OJK. https://s.akulaku.com/vLP775;2024-05-19 17:25:39+00:00;positif;pinjaman akulaku aman cepat pinjam jt tenor berizin diawasi ojk
@freddymuslera;"Badan hukum ? Kerja sama dengan asuransi kredit? Diawasi OJK ? Org ke bank krn kepercayaan dan mrka meminjamkan dgn mjdikan B2B atau B2C. Even P2P pakai pihak ketiga yg punya hal2 diatas. Klo gk ada yg ""bank"" keliling ente..wkwkwk";2024-05-19 16:41:22+00:00;netral;badan hukum kerja asuransi kredit diawasi ojk org bank krn kepercayaan mrka meminjamkan dgn mjdikan bb bc even pp pakai ketiga yg diatas klo gk yg bank keliling entewkwkwk
@dotpierces;mee mee hmu!!;2024-05-19 16:35:17+00:00;netral;mee mee hmu
@Mfthrrzkk;setidaknya doi gak masukin motor ke ruang tamu kyk lu un;2024-05-19 16:32:49+00:00;negatif;doi gak masukin motor ruang tamu kyk lu un
@mikamissuu;ojk ngunu zi aku wes misui sekolahku 100x setiap hari, pdhl taun wingi wes bener ndek uner lo, giliran tahunku malah gatel;2024-05-19 16:27:06+00:00;netral;ojk ngunu zi wes misui sekolahku x pdhl taun wingi wes bener ndek uner lo giliran tahunku gatel
@dotpierces;sekalian, kasian kalo mbe sama kudanya ditinggal;2024-05-19 16:20:18+00:00;netral;kasian kalo mbe kudanya ditinggal
@bukanhadee;slamat hari senin, smoga hariku weekend trus;2024-05-19 14:51:38+00:00;netral;slamat senin smoga hariku weekend trus
@u_metanews;OJK Beri Sanksi Denda Rp 300 Juta Pada Satu Perusahaan Pinjol;2024-05-19 14:21:31+00:00;netral;ojk sanksi denda rp juta perusahaan pinjol
@Karaengryan7;Pinjaman di Akulaku， Pasti Aman dan Cepat! Pinjam hingga 3jt dan tenor 3 bulan! Berizin dan diawasi oleh OJK. https://s.akulaku.com/A7LUN3;2024-05-19 13:42:17+00:00;positif;pinjaman akulaku aman cepat pinjam jt tenor berizin diawasi ojk
@liputan6dotcom;OJK Luncurkan Panduan Strategi Anti-Fraud ITSK http://dlvr.it/T75mQL #Bisnis;2024-05-19 13:39:33+00:00;netral;ojk luncurkan panduan strategi antifraud itsk bisnis
@datzhitam;kalo gak masuk ojk sih aku gak masalah,paling di telpon terus;2024-05-19 13:38:48+00:00;negatif;kalo gak masuk ojk sih gak masalahpaling telpon
@secrosaint;OJK LALI GOWO TISU SUMPAH;2024-05-19 13:38:48+00:00;netral;ojk lali gowo tisu sumpah
@Bisniscom;Risiko Kredit Bermasalah Bank Kian Menjulang usai OJK Setop Relaksasi Covid-19;2024-05-19 13:38:33+00:00;negatif;risiko kredit bermasalah bank kian menjulang ojk setop relaksasi covid
@asribangun;Ooh? Harus pake batik ya ke OJK? Blazer batik aja bu. Pas udah kelar meeting bisa dilepas.;2024-05-19 13:37:53+00:00;netral;ooh pake batik ya ojk blazer batik aja bu pa udah kelar meeting dilepas
@bukanhadee;seharian ga ngapa”in capek jg;2024-05-19 13:34:28+00:00;netral;seharian ga ngapain capek jg
@lcrdarvid;Aku lapor ke ojk jawaban ojk bahwa uang yg dikirimkan saya bersifat ilegal dan saya dioper ke cybercrime tanpa hasil.;2024-05-19 13:20:48+00:00;netral;lapor ojk ojk uang yg dikirimkan bersifat ilegal dioper cybercrime hasil
@kompascom;OJK belum mendapatkan pengajuan secara tertulis atas rencana akuisisi Bank Nobu oleh Hanwa Life.;2024-05-19 13:16:05+00:00;netral;ojk pengajuan tertulis rencana akuisisi bank nobu hanwa life
@opoxyb;Sebagai anak teknik perminyakan bingung abdi teh... kagak ngarti abdi jobs discription bedanya BPK BPKP KPK Depkeu OJK .. riweh klo nanya sohib seangkatan SMA jurusan IPS;2024-05-19 12:58:05+00:00;netral;anak teknik perminyakan bingung abdi teh kagak ngarti abdi job discription bedanya bpk bpkp kpk depkeu ojk riweh klo nanya sohib seangkatan sma jurusan ip
@ojkindonesia;bersama Kepala Eksekutif Pengawas Perilaku Pelaku Usaha Jasa Keuangan, Edukasi, dan Pelindungan Konsumen OJK Friderica Widyasari Dewi serta narasumber yang ahli di bidangnya.;2024-05-19 12:30:26+00:00;netral;kepala eksekutif pengawas perilaku pelaku usaha jasa keuangan edukasi pelindungan konsumen ojk friderica widyasari dewi narasumber ahli bidangnya
@ojkindonesia;Training of Trainers bagi Guru SD & MI dalam Rangka Memperingati Hari Pendidikan Nasional 2024 Sobat OJK, Untuk memperingati Hari Pendidikan Nasional 2024, OJK menyelenggarakan Training of Trainers bagi Guru SD & MI bertema “Guru Cerdas Keuangan, Wujudkan Masa Depan Sejahtera”;2024-05-19 12:30:25+00:00;netral;training of trainer guru sd mi rangka memperingati pendidikan nasional sobat ojk memperingati pendidikan nasional ojk menyelenggarakan training of trainer guru sd mi bertema guru cerdas keuangan wujudkan sejahtera
@jjekyII;untuku loro bgt ojk nyacat ajg;2024-05-19 12:21:48+00:00;netral;untuku loro bgt ojk nyacat ajg
@yayahsugianto;seimbang. Sekarang, ada asuransi yang ngasih loyalty bonus 100% dari total pembayaran lo. Jadi walau ga terjadi apa-apa dihidup lu, uang tetap aman. Sudah pasti juga bakal aman karena sudah verified by OJK. Kalo lo mau tau lebih lanjut coba reply/dm gua ya;2024-05-19 12:20:01+00:00;positif;seimbang asuransi ngasih loyalty bonus total pembayaran lo ga apaapa dihidup lu uang aman aman verified by ojk kalo lo tau coba replydm gua ya
@RdoAullalalili;Ga kedetect nama lu brrti, disembunyiin OJK;2024-05-19 12:17:21+00:00;netral;ga kedetect nama lu brrti disembunyiin ojk
@terak24;Meskipun urgent parah saranku ojok kesusu tlg ojk kesusu;2024-05-19 12:03:13+00:00;netral;urgent parah saranku ojok kesusu tlg ojk kesusu
@myskill_id;2. PrivyId Ternyata Indonesia juga punya tools tanda tangan digital, loh! Gak perlu khawatir soal keamanan & legalitas dokumen yg ditandatangani, soalnya PrivyID udah diakui oleh Kominfo, BI, & OJK https://privy.id/id;2024-05-19 11:37:20+00:00;positif;privyid indonesia tool tanda tangan digital loh gak khawatir keamanan legalitas dokumen yg ditandatangani privyid udah diakui kominfo bi ojk
@Pengendiemaja;list pinjol legal dari OJK yang terbukti bisa mencairkan dana instan silakan dibaca thread dibawah https://x.com/Pengendiemaja/status/1581849977113874432?s=24…;2024-05-19 11:35:00+00:00;netral;list pinjol legal ojk terbukti mencairkan dana instan silakan dibaca thread dibawah
@secondlikenew_;Ada acara ap ke OJK ?;2024-05-19 11:25:58+00:00;netral;acara ap ojk
@kompascom;Kepala Eksekutif Pengawas Perbankan Otoritas Jasa Keuangan (OJK) Dian Ediana Rae mengatakan, mininya laba perbankan dipengaruhi oleh beberapa hal.;2024-05-19 11:15:34+00:00;netral;kepala eksekutif pengawas perbankan otoritas jasa keuangan ojk dian ediana rae mininya laba perbankan dipengaruhi
@dotpierces;ih mau dong;2024-05-19 11:00:06+00:00;netral;ih
@subhi_darajat;Waspada Penipuan Investasi Bodong, Berikut Jurus dari OJK untuk Menghindarinya;2024-05-19 10:42:55+00:00;sangat negatif;waspada penipuan investasi bodong jurus ojk menghindarinya
@soloposdotcom;OJK Solo Catat Penyaluran Debitur KUR di Soloraya Capai Rp991,6 Miliar https://bisnis.solopos.com/ojk-solo-catat-penyaluran-debitur-kur-di-soloraya-capai-rp9916-miliar-1924702?utm_source=dlvr.it&utm_medium=twitter…;2024-05-19 10:32:34+00:00;netral;ojk solo catat penyaluran debitur kur soloraya capai rp miliar
@ashyaaaaaa;Kalo mau cek buat kamu bisa kok minta ke ojk langsung;2024-05-19 10:31:06+00:00;netral;kalo cek ojk langsung
@anjarduta;Setidaknya legal karena sudah terdaftar di OJK;2024-05-19 10:01:13+00:00;negatif;legal terdaftar ojk
@ashyaaaaaa;Ada website ojk buat cek slik, cuma ya ga semua orang bisa akses;2024-05-19 10:00:32+00:00;netral;website ojk cek slik ya ga orang akses
@ojkindonesia;Periode pendaftaran selama 16 Mei s.d 10 Juni 2024. Share dan tag akun kampusmu juga ya! #OJK #KampusMerdeka #MagangMerdeka #ProgramMagang #Magang #MagangDiOJK #MagangOJK;2024-05-19 09:48:55+00:00;netral;periode pendaftaran mei sd juni share tag akun kampusmu ya ojk kampusmerdeka magangmerdeka programmagang magang magangdiojk magangojk
@ojkindonesia;Terdapat 71 posisi lowongan yang tersedia di 24 Satuan Kerja OJK di Kantor Pusat Jakarta dan Kantor OJK Daerah. Ajak teman kampusmu untuk buruan daftar di http://bit.ly/kampusmerdekaojkbatch22024…;2024-05-19 09:48:54+00:00;netral;posisi lowongan tersedia satuan kerja ojk kantor pusat jakarta kantor ojk daerah ajak teman kampusmu buruan daftar
@ojkindonesia;Program Magang Kampus Merdeka OJK Batch 2 Tahun 2024 Sobat OJK, Ada kabar gembira nih buat kamu para mahasiswa! Program Magang OJK Kampus Merdeka telah dibuka kembali.;2024-05-19 09:48:53+00:00;netral;program magang kampus merdeka ojk batch sobat ojk kabar gembira nih mahasiswa program magang ojk kampus merdeka dibuka
@updatebalii;Otoritas Jasa Keuangan (OJK) bersama Asosiasi Fintech Indonesia (AFTECH) dan Asosiasi Fintech Syariah Indonesia (AFSI) meluncurkan Panduan Strategi Anti-Fraud Penyelenggara Inovasi Teknologi Sektor Keuangan (ITSK). #OJK #AFTECH #AntiFraud https://updatebali.com/ojk-luncurkan-panduan-anti-fraud-untuk-tingkatkan-kepercayaan-digital/…;2024-05-19 09:29:15+00:00;netral;otoritas jasa keuangan ojk asosiasi fintech indonesia aftech asosiasi fintech syariah indonesia afsi meluncurkan panduan strategi antifraud penyelenggara inovasi teknologi sektor keuangan itsk ojk aftech antifraud
@ojkindonesia;Selengkapnya cek #SiaranPersOJK pada tautan berikut https://ojk.go.id/id/berita-dan-kegiatan/siaran-pers/Pages/OJK-Terbitkan-Peraturan-Perkuat-Kelembagaan-BPR-BPR-Syariah.aspx…;2024-05-19 08:30:54+00:00;netral;selengkapnya cek siaranpersojk tautan
@ojkindonesia;Penerbitan POJK ini merupakan salah satu inisiatif OJK dalam mendukung pengembangan dan penguatan ITSK di sektor jasa keuangan.;2024-05-19 08:30:53+00:00;negatif;penerbitan pojk salah inisiatif ojk mendukung pengembangan penguatan itsk sektor jasa keuangan
@ojkindonesia;Hasan juga menyampaikan bahwa OJK telah menerbitkan POJK No. 3 Tahun 2024 tentang penyelenggaraan ITSK sebagai pembaharuan POJK No. 13 Tahun 2018.;2024-05-19 08:30:52+00:00;netral;hasan ojk menerbitkan pojk no penyelenggaraan itsk pembaharuan pojk no
@ojkindonesia;Pelaksanaan kegiatan ini dinilai cukup krusial mengingat FKIJK menjadi katalis yang dapat mempertemukan kebutuhan masing-masing pemangku kepentingan dan memfasilitasi terjalinnya kemitraan.;2024-05-19 08:30:51+00:00;netral;pelaksanaan kegiatan dinilai krusial fkijk katalis mempertemukan kebutuhan masingmasing pemangku kepentingan memfasilitasi terjalinnya kemitraan
@ojkindonesia;Dalam kunjungan kerjanya di Bandung, Hasan Fawzi juga menghadiri Forum Komunikasi Industri Jasa Keuangan (FKIJK) Jawa Barat dengan tema “Meningkatkan Sinergi antara Inovasi Teknologi Sektor Keuangan”.;2024-05-19 08:30:50+00:00;netral;kunjungan kerjanya bandung hasan fawzi menghadiri forum komunikasi industri jasa keuangan fkijk jawa barat tema meningkatkan sinergi inovasi teknologi sektor keuangan
@Pengendiemaja;Gais jangan dong pake pinjol ilegal ! kalo beneran butuh cari yang trusted dilindungi OJK. Ini aku rekomendasiin salah satu yng pernah aku pake;2024-05-19 07:30:00+00:00;negatif;gais pake pinjol ilegal kalo beneran butuh cari trusted dilindungi ojk rekomendasiin salah yng pake
@Bisniscom;OJK: SBN Masih Dominasi Portofolio Dana Pensiun, Rp128,32 Triliun per Maret 2024;2024-05-19 07:28:34+00:00;netral;ojk sbn dominasi portofolio dana pensiun rp triliun maret
@kompascom;OJK akan mengevaluasi dan memproses sesuai ketentuan yang berlaku apabila bank telah mengajukan permohonan tersebut.;2024-05-19 07:19:07+00:00;netral;ojk mengevaluasi memproses sesuai ketentuan berlaku bank mengajukan permohonan
@Gen_cuan;OJK akan mengevaluasi dan memproses sesuai ketentuan yang berlaku apabila bank telah mengajukan permohonan tersebut.;2024-05-19 07:19:05+00:00;netral;ojk mengevaluasi memproses sesuai ketentuan berlaku bank mengajukan permohonan
@machrilmachril1;OJK Kapan panggil nasabah jiwasraya Putusan INKRACHT yg tidak pernah Uangnya dikembalikan jiwasraya. Padahal ada POJK yg mengaturnya. @prabowo @jokowi;2024-05-19 07:02:38+00:00;negatif;ojk panggil nasabah jiwasraya putusan inkracht yg uangnya dikembalikan jiwasraya pojk yg mengaturnya
@KantahSurakarta;Hallo #SobATRBPN Kegiatan Rutin Setiap Hari Minggu, Pelayanan Tanah Akhir Pekan (PELATARAN) Kantor Pertanahan Kota Surakarta, Minggu, 19 Mei 2024 di Car Free Day (CFD) Kota Surakarta (Depan Kantor OJK Kota Surakarta) mulai pukul 06.00-09.00 WIB;2024-05-19 06:13:55+00:00;netral;hallo sobatrbpn kegiatan rutin minggu pelayanan tanah pekan pelataran kantor pertanahan kota surakarta minggu mei car free day cfd kota surakarta kantor ojk kota surakarta wib
@Kemenparekraf;Bagi kamu para pelaku parekraf yang butuh akses permodalan engga boleh ngelewatin kegiatan ini! Yuk, segera daftarkan bisnismu untuk meraih akses pembiayaan dari platform teknologi finansial yang telah berizin dari OJK, melalui program Fintech Financing for Tourism and Creative;2024-05-19 05:53:22+00:00;netral;pelaku parekraf butuh akses permodalan engga ngelewatin kegiatan yuk daftarkan bisnismu meraih akses pembiayaan platform teknologi finansial berizin ojk program fintech financing for tourism and creative
@TentangCuan;butuh pinjaman segera? Coba download Akulaku! Jelas aman dan diawasi OJK langsung dapat hadiah tunai Rp20.000 dan voucher Rp165.000 download disini : https://s.akulaku.com/FLtTY4;2024-05-19 05:23:00+00:00;positif;butuh pinjaman coba download akulaku aman diawasi ojk langsung hadiah tunai rp voucher rp download
@Zates444158;Embg lagi buka nder OJK ? Aku tertarik si;2024-05-19 05:09:14+00:00;netral;embg buka nder ojk tertarik si
@agustin_1_1e;OJK Panggil 17 Nasabah Terkait Dugaan Hilangnya Dana di BTN;2024-05-19 05:07:28+00:00;negatif;ojk panggil nasabah terkait dugaan hilangnya dana btn
@Bisniscom;Bocoran OJK soal Nasib Merger 2 Bank Konglomerat, saat Hanwha Life Akuisisi Saham Nobu;2024-05-19 05:00:36+00:00;netral;bocoran ojk nasib merger bank konglomerat hanwha life akuisisi saham nobu
@bukanhadee;wah lek ngene yo susah;2024-05-19 04:55:11+00:00;netral;lek ngene yo susah
@Pengendiemaja;Fix kalo kalian cari pinjaman online mending di akulaku aja. Legal udh pasti OJK. Data juga aman ga bakal kesebar kaya di pinjol ilegal. ini aku buatkan reviewnya. semoga membantu.;2024-05-19 04:30:00+00:00;positif;fix kalo cari pinjaman online mending akulaku aja legal udh ojk data aman ga kesebar kaya pinjol ilegal buatkan reviewnya semoga membantu
@kumparan;OJK belum terima permohonan tertulis rencana merger Bank Muamalat dan BTN Syariah. #bisnis #update #bisnis #text;2024-05-19 03:53:11+00:00;netral;ojk terima permohonan tertulis rencana merger bank muamalat btn syariah bisnis update bisnis text
@kompascom;Sejauh ini, ada 101 pinjaman online atau pinjol resmi berizin OJK selama bulan Mei 2024. Simak daftar pinjol legal selengkapnya di sini.;2024-05-19 03:03:10+00:00;positif;pinjaman online pinjol resmi berizin ojk mei simak daftar pinjol legal selengkapnya
@Anak__Ogi;Ada 17 nasabah, aku kira BRI aja. Bank BUMN seperti ini, tanggung jawab menteri BUMN mana sappo? @erickthohir OJK Panggil 17 Nasabah Terkait Dugaan Hilangnya Dana di BTN.;2024-05-19 02:59:52+00:00;negatif;nasabah bri aja bank bumn tanggung menteri bumn sappo ojk panggil nasabah terkait dugaan hilangnya dana btn
@singa_fintech;Dapatkan pinjaman mulai Rp 1 juta sampai dengan 24 juta di aplikasi Singa Fintech. ————————————————— PT Abadi Sejahtera Finansindo telah berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) 1500066 cs@singa.id #SingaFintech #ModalUsaha #KreditCepat #DanaPinjaman;2024-05-19 01:00:01+00:00;positif;dapatkan pinjaman rp juta juta aplikasi singa fintech pt abadi sejahtera finansindo berizin diawasi otoritas jasa keuangan ojk csid singafintech modalusaha kreditcepat danapinjaman
@javafeeds;Selain itu urusan birokrasi dengan lembaga negara juga biasanya jadi patokan kenapa suatu perusahaan mendirikan kantor pusat di Jakarta. Jadi kalau ada urusan yang perlu ngurus ke kantor2 kementrian ataupun lembaga lain seperti ojk atau bi bisa lebih gampang.;2024-05-19 00:56:52+00:00;netral;urusan birokrasi lembaga negara patokan perusahaan mendirikan kantor pusat jakarta urusan ngurus kantor kementrian lembaga ojk bi gampang
@ohhyowes;ojk ngelamak sampean;2024-05-19 00:41:37+00:00;netral;ojk ngelamak sampean
